Rounds, Target AC, STR save, Winner 
4, 10, -2, Fenthras
5, 10, -2, Fenthras
6, 10, -2, Fenthras
7, 10, -2, Fenthras
8, 10, -2, Fenthras
1, 10, -1, Sky Sentinel
2, 10, -1, Sky Sentinel
3, 10, -1, Fenthras
4, 10, -1, Fenthras
5, 10, -1, Fenthras
6, 10, -1, Fenthras
7, 10, -1, Fenthras
8, 10, -1, Fenthras
1, 10, 0, Sky Sentinel
2, 10, 0, Sky Sentinel
3, 10, 0, Fenthras
4, 10, 0, Fenthras
5, 10, 0, Fenthras
6, 10, 0, Fenthras
7, 10, 0, Fenthras
8, 10, 0, Fenthras
1, 10, 1, Sky Sentinel
2, 10, 1, Sky Sentinel
3, 10, 1, Fenthras
4, 10, 1, Fenthras
5, 10, 1, Fenthras
6, 10, 1, Fenthras
7, 10, 1, Fenthras
8, 10, 1, Fenthras
1, 10, 2, Sky Sentinel
2, 10, 2, Sky Sentinel
3, 10, 2, Fenthras
4, 10, 2, Fenthras
5, 10, 2, Fenthras
6, 10, 2, Fenthras
7, 10, 2, Fenthras
8, 10, 2, Fenthras
1, 10, 3, Sky Sentinel
2, 10, 3, Sky Sentinel
3, 10, 3, Fenthras
4, 10, 3, Fenthras
5, 10, 3, Fenthras
6, 10, 3, Fenthras
7, 10, 3, Fenthras
8, 10, 3, Fenthras
1, 10, 4, Sky Sentinel
2, 10, 4, Sky Sentinel
3, 10, 4, Fenthras
4, 10, 4, Fenthras
5, 10, 4, Fenthras
6, 10, 4, Fenthras
7, 10, 4, Fenthras
8, 10, 4, Fenthras
1, 10, 5, Sky Sentinel
2, 10, 5, Sky Sentinel
3, 10, 5, Fenthras
