Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage,# Kills,Notes
C1E055,2:57:19,Scanlan,Strength,17,16,,,,
C1E055,2:58:16,Percy,Tinkering,Unknown,Unknown,,,,"Fix Pistol, success"
C1E055,2:59:10,Percy,Healing,Unknown,,,,,Second Wind
C1E055,3:01:20,Trinket,Perception,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:01:20,Trinket,Perception,22,15,,,,With advantage
C1E055,3:02:12,Trinket,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E055,3:02:12,Trinket,Attack,15,10,,,,Bite Attack with disadvantage
C1E055,3:05:30,Pike,Strength Save,21,17,,,,Against Grasping Tide
C1E055,3:05:30,Vex'ahlia,Strength Save,13,13,,12 Acid to Vex'ahlia,,Against Grasping Tide
C1E055,3:05:30,Shale,Strength Save,5,2,,12 Acid to Shale,,Against Grasping Tide
C1E055,3:05:30,Grog,Strength Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:05:30,Grog,Strength Save,Unknown,Unknown,,,,With advantage
C1E055,3:08:30,Trinket,Attack,17,12,,,,Attack of Opportunity
C1E055,3:09:35,Vex'ahlia,Healing,Unknown,,,,,Greater Healing Potion
C1E055,3:10:38,Shale,Attack,14,6,,,,Staff
C1E055,3:10:42,Shale,Attack,Nat1,1,,,,Staff
C1E055,3:11:01,Shale,Attack,26,Unknown,,,,Staff with inspiration
C1E055,3:11:10,Shale,Damage,11,,,11 to Umbrasyl,,
C1E055,3:11:28,Shale,Healing,15,,,,,Second Wind
C1E055,3:12:31,Pike,Attack,Nat20,20,Y,,,Guiding Bolt
C1E055,3:13:07,Pike,Damage,25,,,50 (25x2) Radiant to Umbrasyl,,
C1E055,3:15:33,Pike,Attack,27,17,,,,Spiritual Weapon
C1E055,3:15:45,Pike,Damage,10,,,10 to Umbrasyl,,
C1E055,3:17:02,Scanlan,Cutting Words,4,,,,,
C1E055,3:20:18,Grog,Attack,Nat20,20,Y,,,Bloodaxe
C1E055,3:20:38,Grog,Damage,64,,,"64 [24 (12x2)+2 Axe+7 STR+
10 (5x2) Necrotic+11 Brutal Crit+
10 Brutal Crit] to Umbrasyl",,
C1E055,3:22:15,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:22:15,Grog,Attack,20,-4,,,,"Bloodaxe with advantage and 
War God's Blessing"
C1E055,3:24:03,Grog,Damage,27,,,27 to Umbrasyl,,
C1E055,3:24:20,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:24:20,Grog,Attack,21,12,,,,GWM Bloodaxe with advantage
C1E055,3:25:10,Scanlan,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:25:10,Scanlan,Constitution Save,21,19,,,,Concentration with advantage
C1E055,3:25:57,Scanlan,Attack,27,17,,,,Cast Bigby's Hand with advantage
C1E055,3:25:57,Scanlan,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:27:21,Scanlan,Damage,10,,,10 to Umbrasyl,,
C1E055,3:29:54,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:29:54,Percy,Attack,26,13,,,,Dragonslayer Longsword with advantage
C1E055,3:30:09,Percy,Damage,23,,,23 to Umbrasyl,,
C1E055,3:30:22,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:30:22,Percy,Attack,Nat20,20,Y,,,Dragonslayer Longsword with advantage
C1E055,3:30:29,Percy,Damage,39,,,39 to Umbrasyl,,
C1E055,3:30:48,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:30:48,Percy,Attack,22,9,,,,Dragonslayer Longsword with advantage
C1E055,3:31:01,Percy,Damage,18,,,18 to Umbrasyl,,
C1E055,3:31:12,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:31:12,Percy,Attack,Unknown,Unknown,,,,Dragonslayer Longsword with advantage
C1E055,3:31:23,Percy,Damage,18,,,18 to Umbrasyl,,
C1E055,3:31:31,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:31:31,Percy,Attack,Nat20,20,Y,,,Dragonslayer Longsword with advantage
C1E055,3:31:42,Percy,Damage,47,,,47 to Umbrasyl,,
C1E055,3:32:10,Percy,Attack,Nat1,1,,,,Disregarded due to advantage
C1E055,3:32:10,Percy,Attack,22,9,,,,Dragonslayer Longsword with advantage
C1E055,3:32:20,Percy,Damage,27,,,27 to Umbrasyl,,
C1E055,3:34:36,Keyleth,Constitution Save,18,16,,,,Concentration
C1E055,3:35:40,Vex'ahlia,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:35:40,Vex'ahlia,Attack,31,19,,,,Arrow with advantage
C1E055,3:36:00,Vex'ahlia,Damage,19,,,19 to Umbrasyl,,
C1E055,3:36:08,Vex'ahlia,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:36:08,Vex'ahlia,Attack,29,17,,,,Arrow with advantage
C1E055,3:36:18,Vex'ahlia,Damage,23,,,23 to Umbrasyl,,
C1E055,3:40:11,Scanlan,Athletics,10,2,,,,Bigby's Hand
C1E055,3:40:54,Keyleth,Attack,22,15,,,,Attack of Opportunity
C1E055,3:40:54,Percy,Attack,20,7,,,,Attack of Opportunity
C1E055,3:40:54,Shale,Attack,Unknown,Unknown,,,,Attack of Opportunity
C1E055,3:40:54,Grog,Attack,23,9,,,,Attack of Opportunity
C1E055,3:41:24,Keyleth,Damage,8,,,8 to Umbrasyl,,
C1E055,3:41:24,Grog,Damage,25,,,"25 (20 Bludgeoning +5 Necrotic) 
to Umbrasyl",,
C1E055,3:42:30,Scanlan,Dexterity Save,31,26,,31 (62/2) Acid to Scanlan,,Against Acid Breath
C1E055,3:42:30,Shale,Dexterity Save,24,19,,31 (62/2) Acid to Shale,,Against Acid Breath
C1E055,3:42:30,Keyleth,Dexterity Save,12,10,,62 Acid to Keyleth,,Against Acid Breath
C1E055,3:42:30,Percy,Dexterity Save,18,12,,62 Acid to Percy,,Against Acid Breath
C1E055,3:43:50,Keyleth,Constitution Save,8,6,,,,Concentration
C1E055,3:46:15,Shale,Attack,22,14,,,,Staff
C1E055,3:46:22,Shale,Damage,9,,,9 to Umbrasyl,,
C1E055,3:46:38,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:46:38,Vax'ildan,Attack,29,18,,,,Sneak Attack Dagger with advantage
C1E055,3:46:52,Vax'ildan,Damage,32,,,32 to Umbrasyl,,
C1E055,3:47:24,Shale,Attack,Unknown,Unknown,,,,Staff
C1E055,3:47:27,Shale,Attack,Unknown,Unknown,,,,Staff
C1E055,3:50:05,Pike,Attack,Unknown,Unknown,,,,Guiding Bolt
C1E055,3:52:45,Percy,Dexterity Save,Nat20,20,,,,
C1E055,3:54:50,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:54:50,Grog,Attack,19,5,,,,Bloodaxe Reckless Attack with Inspiration (with advantage)
C1E055,3:54:50,Grog,Inspiration,10,,,,,
C1E055,3:55:06,Grog,Damage,26,,,26 (23+3 Necrotic) to Umbrasyl,,
C1E055,3:55:27,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:55:27,Grog,Attack,24,10,,,,Bloodaxe Reckless Attack (with advantage)
C1E055,3:55:35,Grog,Damage,29,,,29 (24+5 Necrotic) to Umbrasyl,,
C1E055,3:56:28,Scanlan,Damage,24,,,12 (24/2) Lightning to Umbrasyl,,Lightning Bolt
C1E055,3:58:18,Percy,Healing,13,,,,,"Greater Healing Potion, Percy heals 13"
C1E055,3:58:48,Percy,Attack,Nat20,20,Y,,,Pistol Called Shot
C1E055,3:59:06,Percy,Damage,16,,,16 to Umbrasyl,,
C1E055,3:59:52,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,3:59:52,Percy,Attack,Unknown,Unknown,,,,Pistol Sharpshooter with advantage
C1E055,4:00:25,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,4:00:25,Percy,Attack,Unknown,Unknown,,,,Pistol Sharpshooter with advantage
C1E055,4:01:42,Vex'ahlia,Attack,18,6,,,,Arrow
C1E055,4:01:58,Vex'ahlia,Attack,16,4,,,,Arrow
C1E055,4:02:15,Vex'ahlia,Stealth,20,10,,,,
C1E055,4:04:15,Grog,Dexterity Save,18,16,,66 Acid to Grog,,Against Acid Breath
C1E055,4:04:15,Shale,Dexterity Save,10,10,,66 Acid to Shale,,Against Acid Breath
C1E055,4:04:15,Keyleth,Dexterity Save,6,6,,66 Acid to Keyleth,,Against Acid Breath
C1E055,4:04:15,Percy,Dexterity Save,Unknown,Unknown,,,,Disregarded due to Resolve
C1E055,4:04:15,Percy,Dexterity Save,20,14,,66 Acid to Percy,,"Against Acid Breath, Percy is unconscious"
C1E055,4:04:15,Trinket,Dexterity Save,Nat1,1,,66 Acid to Trinket,,"Against Acid Breath, Trinket is unconscious"
C1E055,4:06:03,Shale,Healing,Unknown,,,,,Stone's Endurance
C1E055,4:06:12,Grog,Attack,22,8,,,,Retaliation Attack
C1E055,4:06:48,Grog,Damage,22,,,22 (18+4 Necrotic),1,Umbrasyl dies - HDYWTDT
C1E055,4:08:55,Vax'ildan,Dexterity Save,25,15,,,,
C1E055,4:10:32,Vex'ahlia,Healing,Unknown,,,,,"Cure Wounds on Trinket, Trinket is conscious"
C1E055,4:14:37,Vax'ildan,Investigation,22,14,,,,
C1E055,4:14:42,Vex'ahlia,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,4:14:42,Vex'ahlia,Investigation,12,5,,,,With advantage
C1E055,4:19:24,Keyleth,Nature,Unknown,Unknown,,,,Disregarded due to advantage
C1E055,4:19:24,Keyleth,Nature,27,16,,,,With advantage
C1E056,0:17:22,Vex'ahlia,Investigation,13,6,,,,
C1E056,0:24:09,Scanlan,Arcana,20,13,,,,
C1E056,0:24:41,Scanlan,Investigation,14,3,,,,
C1E056,0:25:00,Pike,Investigation,Nat1,1,,,,
C1E056,0:25:17,Grog,Investigation,16,18,,,,
C1E056,0:26:05,Pike,Arcana,16,15,,,,
C1E056,0:37:46,Percy,Tinkering,20,9,,,,Fix Bad News
C1E056,0:39:51,Vax'ildan,Investigation,20,12,,,,
C1E056,0:39:58,Vax'ildan,Thieves' Tools,30,25,,,,
C1E056,0:56:54,Keyleth,Athletics,19,9,,,,
C1E056,0:58:24,Pike,Athletics,23,15,,,,
C1E056,0:59:27,Scanlan,Athletics,11,10,,,,
C1E056,1:00:47,Percy,Athletics,23,17,,23 Bludgeoning/Piercing to Percy,,
C1E056,1:02:41,Vex'ahlia,Athletics,13,10,,,,
C1E056,1:02:55,Trinket,Athletics,16,12,,,,
C1E056,1:15:00,Vax'ildan,Perception,29,17,,,,
C1E056,1:26:16,Vex'ahlia,Perception,17,4,,,,
C1E056,1:36:29,Scanlan,Insight,19,19,,,,
C1E056,1:36:30,Grog,Insight,4,4,,,,
C1E056,1:56:01,Vex'ahlia,Perception,32,19,,,,
C1E056,2:35:31,Kerrek,Tinkering,16,Unknown,,,,With inspiration
C1E056,2:53:47,Percy,Persuasion,Unknown,Unknown,,,,Disregarded due to advantage
C1E056,2:53:47,Percy,Persuasion,22,15,,,,With advantage
C1E056,2:59:47,Scanlan,Persuasion,28,13,,,,
C1E056,3:19:44,Scanlan,Investigation,27,16,,,,
C1E056,3:28:14,Vax'ildan,Stealth,20,5,,,,
C1E057,0:56:55,Pike,Religion,23,18,,,,
C1E057,0:59:47,Keyleth,Arcana,21,19,,,,
C1E057,1:26:50,Scanlan,Charisma,18,13,,,,
C1E057,1:35:03,Scanlan,Deception,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E057,1:35:03,Scanlan,Deception,Nat1,1,,,,With disadvantage
C1E057,1:37:28,Pike,Perception,9,4,,,,
C1E057,1:40:09,Percy,Tinkering,23,12,,,,
C1E057,2:06:18,Vex'ahlia,Perception,32,19,,,,
C1E057,2:06:18,Percy,Dexterity,Unknown,Unknown,,,,
C1E057,2:32:36,Keyleth,History,Nat1,1,,,,
C1E057,2:32:36,Pike,History,20,19,,,,
C1E057,2:33:03,Percy,Intelligence,Nat1,1,,,,
C1E057,3:32:56,Percy,Tinkering,30,19,,,,Totally a holy symbol for Vax
C1E057,3:34:36,Grog,Perception,10,10,,,,
C1E057,3:36:10,Vax'ildan,Perception,31,19,,,,
C1E057,3:41:55,Vax'ildan,Constitution Save,11,11,,"Vax takes 18 piercing, shakes off poison damage",,
C1E058,0:12:13,Vax'ildan,Initiative,Unknown,Unknown,,,,Disregarded due to Luck
C1E058,0:12:13,Vax'ildan,Initiative,16,11,,,,With Luck
C1E058,0:15:30,Vax'ildan,Athletics,Unknown,Unknown,,,,Disregarded due to Luck
C1E058,0:15:30,Vax'ildan,Athletics,14,12,,,,With Luck
C1E058,0:15:57,Vax'ildan,Athletics,7,5,,,,
C1E058,0:16:47,Grog,Perception,16,16,,,,
C1E058,0:16:49,Pike,Perception,17,12,,,,
C1E058,0:16:50,Vex'ahlia,Perception,26,13,,,,
C1E058,0:16:51,Keyleth,Perception,16,5,,,,
C1E058,0:16:52,Percy,Perception,15,7,,,,
C1E058,0:16:53,Scanlan,Perception,Unknown,Unknown,,,,Disregarded
C1E058,0:18:08,Grog,Initiative,Unknown,Unknown,,,,Disregarded due to advantage
C1E058,0:18:08,Grog,Initiative,18,16,,,,With advantage
C1E058,0:18:12,Pike,Initiative,8,8,,,,
C1E058,0:18:16,Vex'ahlia,Initiative,11,4,,,,
C1E058,0:18:20,Keyleth,Initiative,17,15,,,,
C1E058,0:18:24,Percy,Initiative,23,15,,,,
C1E058,0:18:45,Scanlan,Initiative,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E058,0:18:45,Scanlan,Initiative,12,10,,,,With disadvantage
C1E058,0:18:47,Scanlan,Inspiration,7,15,,,,
C1E058,0:19:39,Keyleth,Constitution Save,20,19,,,,Against poison
C1E058,0:20:11,Keyleth,Constitution Save,24,1,,,,Against poison
C1E058,0:21:10,Percy,Constitution Save,Nat1,1,,,,Against poison
C1E058,0:22:26,Pike,Constitution Save,20,9,,,,Against poison
C1E058,0:24:36,Percy,Attack,22,11,,,,Pistol Trick Shot (Push)
C1E058,0:25:11,Percy,Damage,11,,,11 Piercing to A2,,A2 is pushed 10 ft. back
C1E058,0:25:50,Percy,Attack,13,7,,,,Sharpshooter Pistol
C1E058,0:26:17,Percy,Attack,28,17,,,,Pistol Head Shot
C1E058,0:26:38,Percy,Damage,7,,,7 Piercing to A2,,
C1E058,0:28:29,Vax'ildan,Constitution Save,Nat20,20,,,,Against poison
C1E058,0:34:12,Keyleth,Damage,4,,,4 Thunder to A1,,"Thunderwave, A1 falls out window"
C1E058,0:35:51,Vax'ildan,Athletics,16,14,,,,
C1E058,0:36:20,Vax'ildan,Athletics,15,13,,,,
C1E058,0:39:44,Pike,Constitution Save,13,12,,,,Against poison
C1E058,0:42:40,Pike,Damage,27,,,27 Force to A3,,Guiding Bolt (4th Level)
C1E058,0:44:39,Pike,Constitution Save,5,4,,,,Against poison
C1E058,0:47:07,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E058,0:47:07,Percy,Attack,28,22,,,,Sharpshooter Pistol with advantage
C1E058,0:47:18,Percy,Damage,22,,,22 Piercing to A3,,
C1E058,0:47:48,Percy,Attack,25,19,,,,Sharpshooter Pistol
C1E058,0:47:59,Percy,Damage,24,,,24 Piercing to A3,,
C1E058,0:48:39,Percy,Attack,25,19,,,,Sharpshooter Pistol
C1E058,0:48:45,Percy,Damage,19,,,19 Piercing to A3,1,
C1E058,0:53:40,Scanlan,Attack,22,14,,,,Disregarded due to advantage
C1E058,0:53:40,Scanlan,Attack,23,15,,,,Mythcarver with advantage
C1E058,0:54:16,Scanlan,Damage,17,,,17 to Hotis,,
C1E058,0:55:57,Scanlan,Healing,9,,,,,"Healing Word, Vax heals 9 points"
C1E058,0:57:03,Grog,Intelligence,16,18,,,,
C1E058,1:01:03,Keyleth,Healing,7,,,,,"Healing Word, Pike heals 7 points"
C1E058,1:04:09,Vax'ildan,Attack,Unknown,Unknown,,,,Mythcarver
C1E058,1:06:26,Percy,Other,11,,,,,Gloves of Missile Snaring
C1E058,1:08:12,Vex'ahlia,Attack,31,19,,,,Disregarded due to disadvantage
C1E058,1:08:17,Vex'ahlia,Attack,19,7,,,,LBoSS with disadvantage
C1E058,1:08:23,Vex'ahlia,Attack,20,8,,,,LBoSS with disadvantage
C1E058,1:09:02,Vex'ahlia,Damage,14,,,,,Disregarded
C1E058,1:09:26,Vex'ahlia,Damage,11,,,11 Lightning to Hotis,,
C1E058,1:09:43,Vex'ahlia,Damage,20,,,20 Lightning to Hotis,,
C1E058,1:10:05,Vex'ahlia,Attack,Nat1,1,,,,Longbow of Sky Sentinel (disadv. not rolled)
C1E058,1:10:15,Vex'ahlia,Dexterity,Nat20,20,,,,
C1E058,1:10:23,Vex'ahlia,Attack,25,13,,,,Disregarded due to disadvantage
C1E058,1:10:37,Vex'ahlia,Attack,21,9,,,,Disregarded due to disadvantage
C1E058,1:11:45,Vex'ahlia,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E058,1:11:45,Vex'ahlia,Attack,19,7,,,,Arrow with disadvantage
C1E058,1:12:05,Vex'ahlia,Damage,14,,,14 to Hotis,,
C1E058,1:13:01,Pike,Healing,21,,,,,"Cure Wounds (5th Level), Pike heals 21 points"
C1E058,1:14:32,Percy,Attack,24,18,,,,Sharpshooter Pistol
C1E058,1:14:43,Percy,Damage,25,,,25 Piercing to A2,,
C1E058,1:15:01,Percy,Attack,19,13,,,,Sharpshooter Pistol
C1E058,1:15:10,Percy,Damage,24,,,24 Piercing to A2,,
C1E058,1:15:41,Percy,Attack,24,18,,,,Sharpshooter Pistol
C1E058,1:15:47,Percy,Damage,18,,,18 Piercing to A2,1,
C1E058,1:18:45,Vex'ahlia,Wisdom Save,Unknown,3,,,,Disregarded due to advantage
C1E058,1:18:45,Vex'ahlia,Wisdom Save,21,18,,,,Against Charm or Dominate Person with advantage
C1E058,1:22:58,Scanlan,Healing,9,,,,,"Healing Word (2nd Level), Vax heals 9 points"
C1E058,1:24:12,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C1E058,1:24:12,Grog,Attack,17,3,,,,Bloodaxe Reckless Attack (with advantage)
C1E058,1:24:26,Grog,Damage,26,,,26 (20+6 Necrotic) to Hotis,,
C1E058,1:25:03,Grog,Athletics,15,3,,,,Disregarded due to advantage
C1E058,1:25:03,Grog,Athletics,15,3,,,,With advantage
C1E058,1:28:17,Keyleth,Healing,8,,,,,"Healing Word, Vax'ildan heals 8 points"
C1E058,1:29:15,Vax'ildan,Athletics,19,17,,,,
C1E058,1:30:10,Vex'ahlia,Attack,22,10,,,,Arrow through Blazing Bowstring
C1E058,1:30:22,Vex'ahlia,Damage,23,,,23 to Hotis,,
C1E058,1:30:32,Vex'ahlia,Attack,26,14,,,,Arrow through Blazing Bowstring
C1E058,1:30:41,Vex'ahlia,Damage,17,,,17 to Hotis,,
C1E058,1:34:27,Pike,Damage,45,,,22 (45/2) Fire/Radiant to Hotis,1,Flame Strike (7th Level) HDYWTDT
C1E058,1:39:18,Vex'ahlia,Perception,28,15,,,,
C1E058,1:40:21,Keyleth,Wisdom,14,8,,12 to Vax'ildan,,Attempt to remove curse from cloak
C1E058,2:43:50,Pike,Medicine,23,13,,,,
C1E058,2:47:58,Percy,Medicine,14,11,,,,
C1E058,3:07:56,Keyleth,Acrobatics,10,8,,,,Juggle limes
C1E058,3:12:23,Keyleth,Acrobatics,8,6,,,,Juggle limes
C1E058,3:15:00,Percy,Tinkering,21,10,,,,
C1E058,3:17:16,Percy,Tinkering,25,14,,,,The broom seat is finished
C1E058,3:19:22,Vex'ahlia,Attack,30,18,,,,Arrow against chicken
C1E058,3:26:30,Grog,Perception,6,6,,,,
C1E059,0:12:30,Percy,Perception,26,18,,,,
C1E059,0:14:48,Vex'ahlia,History,20,18,,,,
C1E059,0:14:50,Vax'ildan,History,13,10,,,,
C1E059,0:16:08,Vex'ahlia,Acrobatics,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E059,0:16:08,Vex'ahlia,Acrobatics,24,9,,,,With disadvantage
C1E059,0:16:29,Keyleth,Stealth,20,13,,,,
C1E059,0:16:30,Percy,Stealth,12,6,,,,
C1E059,0:18:05,Keyleth,History,10,8,,,,
C1E059,0:20:48,Keyleth,Nature,30,19,,,,
C1E059,0:21:45,Vex'ahlia,Perception,Unknown,Unknown,,,,Disregarded due to advantage
C1E059,0:21:45,Vex'ahlia,Perception,25,12,,,,With advantage
C1E059,0:24:00,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E059,0:24:00,Vex'ahlia,Stealth,29,19,,,,With advantage
C1E059,0:24:03,Vax'ildan,Stealth,34,19,,,,
C1E059,0:25:20,Keyleth,Constitution Save,21,19,,,,
C1E059,0:25:22,Percy,Constitution Save,Nat1,1,,,,Percy is Blind
C1E059,0:27:14,Percy,Panic,Unknown,Unknown,,,,PANIC
C1E059,0:28:45,Percy,Perception,18,10,,,,
C1E059,0:33:23,Grog,Stealth,17,15,,,,
C1E059,0:34:41,Grog,Strength,23,16,,,,
C1E059,0:36:01,Grog,Intelligence,11,13,,,,
C1E059,0:36:43,Grog,Persuasion,7,7,,,,
C1E059,0:53:09,Vex'ahlia,Persuasion,26,18,,,,
C1E059,0:58:22,Percy,Perception,26,18,,,,
C1E059,1:02:50,Grog,Perception,19,19,,,,
C1E059,1:02:52,Vex'ahlia,Perception,27,14,,,,
C1E059,1:02:54,Percy,Perception,11,3,,,,
C1E059,1:02:54,Vax'ildan,Perception,24,12,,,,
C1E059,1:02:56,Keyleth,Perception,25,14,,,,
C1E059,1:02:58,Scanlan,Perception,10,10,,,,
C1E059,1:02:59,Pike,Perception,14,9,,,,
C1E059,1:05:54,Keyleth,Perception,21,10,,,,
C1E059,1:06:36,Vex'ahlia,Perception,17,4,,,,
C1E059,1:09:08,Vex'ahlia,Perception,Nat20,20,,,,
C1E059,1:18:55,Grog,Perception,8,8,,,,
C1E059,1:19:13,Pike,Perception,14,9,,,,
C1E059,1:21:43,Vex'ahlia,Perception,18,5,,,,
C1E059,1:24:22,Vax'ildan,Perception,20,8,,,,
C1E059,1:24:32,Vex'ahlia,Perception,25,12,,,,
C1E059,1:28:46,Vex'ahlia,Insight,16,8,,,,
C1E059,1:29:28,Vex'ahlia,Athletics,15,12,,,,
C1E059,1:39:41,Vex'ahlia,Perception,27,14,,,,
C1E059,1:40:08,Pike,Investigation,9,8,,,,
C1E059,2:02:05,Grog,Deception,6,6,,,,
C1E059,2:08:34,Percy,Wisdom Save?,17,14,,,,
C1E059,2:13:54,Percy,Tinkering,Nat20,20,,,,Ocarina is fixed
C1E059,2:18:33,Scanlan,Insight,13,13,,,,
C1E059,2:20:11,Pike,Sleight of Hand,20,20,,,,Pike steals the ocarina
C1E059,2:22:42,Keyleth,Wisdom,22,16,,,,
C1E059,2:42:33,Pike,Persuasion,15,13,,,,
C1E059,2:45:16,Percy,Intimidation,17,14,,,,
C1E059,2:48:05,Pike,Performance,13,11,,,,
C1E059,2:54:56,Vex'ahlia,Perception,29,16,,,,
C1E059,2:57:57,Vax'ildan,Perception,21,9,,,,
C1E059,2:57:59,Keyleth,Perception,21,10,,,,
C1E059,2:58:00,Percy,Perception,20,12,,,,
C1E059,2:58:06,Vex'ahlia,Perception,21,8,,,,
C1E059,2:58:08,Pike,Perception,15,10,,,,
C1E059,3:01:30,Vax'ildan,Persuasion,20,18,,,,
C1E059,3:01:34,Vex'ahlia,Persuasion,14,6,,,,
C1E060,0:36:07,Vex'ahlia,Insight,26,18,,,,
C1E060,1:08:28,Scanlan,Insight,Nat1,1,,,,
C1E060,1:08:44,Keyleth,Insight,28,17,,,,
C1E060,1:37:48,Vex'ahlia,Persuasion,27,19,,,,
C1E060,1:39:41,Vax'ildan,Persuasion,17,3,,,,Disregarded due to Luck
C1E060,1:39:41,Vax'ildan,Persuasion,17,3,,,,With Luck
C1E060,1:41:03,Grog,Perception,19,19,,,,
C1E060,1:44:33,Scanlan,Deception,20,6,,,,With disadvantage
C1E060,1:44:33,Scanlan,Deception,Nat20,20,,,,Disregarded due to disadvantage
C1E060,1:52:10,Vex'ahlia,Performance,19,16,,,,
C1E060,1:52:58,Vax'ildan,Sleight of Hand,24,14,,,,
C1E060,1:57:09,Vax'ildan,Investigation,18,10,,,,Possible RT Use
C1E060,1:57:10,Vex'ahlia,Investigation,19,12,,,,
C1E060,1:57:11,Grog,Investigation,9,11,,,,
C1E060,1:57:15,Keyleth,Investigation,Nat1,1,,,,
C1E060,1:57:23,Scanlan,Investigation,Nat1,1,,,,
C1E060,1:57:35,Percy,Investigation,9,6,,,,
C1E060,1:59:25,Grog,Arcana,2,4,,,,
C1E060,1:59:31,Vex'ahlia,Arcana,16,14,,,,
C1E060,2:07:23,Vex'ahlia,Deception,10,2,,,,
C1E060,2:07:25,Scanlan,Deception,21,6,,,,
C1E060,2:23:18,Percy,Persuasion,21,Unknown,,,,With inspiration
C1E060,2:31:03,Vex'ahlia,Perception,Nat1,1,,,,
C1E060,2:31:53,Keyleth,Nature,28,17,,,,
C1E060,2:32:53,Vax'ildan,Stealth,30,15,,,,
C1E060,2:34:20,Vex'ahlia,Athletics,5,2,,,,
C1E060,2:37:09,Keyleth,Persuasion,21,16,,,,
C1E061,0:12:27,Vex'ahlia,Investigation,10,3,,,,
C1E061,0:13:28,Keyleth,Nature,23,12,,,,
C1E061,0:13:29,Percy,Nature,21,19,,,,
C1E061,0:16:43,Vex'ahlia,Insight,18,10,,,,
C1E061,0:19:44,Grog,Other,Nat20,20,,,,Decide whether to go into the cave
C1E061,0:21:46,Grog,Nature,12,14,,,,
C1E061,0:21:48,Scanlan,Nature,Unknown,Unknown,,,,Disregarded due to disadvantage
C1E061,0:21:48,Scanlan,Nature,8,4,,,,With disadvantage
C1E061,0:24:19,Grog,Perception,13,13,,,,
C1E061,0:27:18,Grog,Deception,13,12,,,,
C1E061,0:27:31,Vex'ahlia,Insight,23,15,,,,
C1E061,0:27:31,Vax'ildan,Insight,Unknown,Unknown,,,,
C1E061,0:27:33,Keyleth,Insight,27,16,,,,
C1E061,0:27:35,Percy,Insight,9,6,,,,
C1E061,0:30:15,Scanlan,Intelligence,Nat20,20,,,,Disregarded due to disadvantage
C1E061,0:30:15,Scanlan,Intelligence,18,16,,,,With disadvantage
C1E061,0:34:05,Vex'ahlia,Survival,17,9,,,,Disregarded due to advantage
C1E061,0:34:05,Vex'ahlia,Survival,21,13,,,,With advantage
C1E061,0:35:30,Vex'ahlia,Insight,21,13,,,,
C1E061,0:35:53,Keyleth,Nature,16,5,,,,
C1E061,0:36:38,Vex'ahlia,Survival,Nat20,20,,,,
C1E061,0:38:10,Vex'ahlia,Survival,12,4,,,,Disregarded due to advantage
C1E061,0:38:10,Vex'ahlia,Survival,25,17,,,,With advantage
C1E061,0:42:52,Vax'ildan,Stealth,39,14,,,,With Pass Without a Trace
C1E061,0:42:54,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
C1E061,0:42:54,Vex'ahlia,Stealth,28,8,,,,With Pass Without a Trace with advantage
C1E061,0:44:38,Scanlan,Stealth,18,6,,,,Disregarded due to disadvantage
C1E061,0:44:38,Scanlan,Stealth,18,6,,,,With disadvantage
C1E061,0:48:34,Vax'ildan,Wisdom Save,Unknown,Unknown,,,,Disregarded due to advantage
C1E061,0:48:34,Vax'ildan,Wisdom Save,Unknown,Unknown,,,,"With advantage, disregarded due to Luck"
